subscription_id,customer_id,plan_id,start_date,end_date,subscription_status,cancellation_reason
S000516,C045292,2,2023-10-22,,Active,
S000517,C013120,2,2024-02-09,,Active,
S000518,C014762,1,2024-03-04,,Active,
S000519,C019590,2,2024-07-25,,Active,
S000520,C041774,2,2023-07-29,,Active,
S000521,C039182,3,2025-12-19,2026-03-19,Cancelled,Too Expensive
S000522,C000105,3,2024-05-17,,Active,
S000523,C016057,2,2023-04-15,,Active,
S000524,C046673,1,2025-05-02,,Active,
S000525,C046787,3,2024-06-04,,Active,
S000526,C039665,3,2024-07-11,,Active,
S000527,C034425,2,2023-11-12,2024-07-12,Cancelled,Too Expensive
S000528,C020105,1,2025-11-16,,Active,
S000529,C022690,3,2024-11-04,2025-04-04,Cancelled,Too Expensive
S000530,C020778,1,2024-10-28,,Active,
S000531,C014927,2,2024-09-20,,Active,
S000532,C025253,1,2023-01-14,2024-09-14,Cancelled,Low Engagement
S000533,C037603,1,2025-04-30,,Active,
S000534,C012766,2,2024-07-15,,Active,
S000535,C011722,1,2024-02-08,,Active,
S000536,C032064,3,2023-02-04,,Active,
S000537,C031915,2,2023-04-24,,Active,
S000538,C041275,1,2023-05-20,,Active,
S000539,C038269,2,2024-06-11,2025-04-11,Cancelled,Switched to Competitor
S000540,C022982,2,2023-01-18,,Active,
S000541,C002107,1,2023-05-18,,Active,
S000542,C039184,2,2024-09-07,2024-11-07,Cancelled,Low Engagement
S000543,C040057,2,2024-11-27,,Active,
S000544,C017198,1,2024-06-20,2024-12-20,Cancelled,Low Engagement
S000545,C047256,1,2023-10-29,2025-08-29,Cancelled,Low Engagement
S000546,C008669,2,2024-08-03,2025-12-03,Cancelled,Low Engagement
S000547,C036467,1,2024-04-17,,Active,
S000548,C029567,1,2024-10-30,,Active,
S000549,C037562,1,2023-03-23,,Active,
S000550,C008284,2,2023-08-05,,Active,
S000551,C037841,2,2023-02-09,,Active,
S000552,C046380,1,2024-08-17,,Active,
S000553,C002985,2,2025-01-14,,Active,
S000554,C014264,2,2024-12-27,,Active,
S000555,C035069,3,2025-04-21,,Active,
S000556,C017961,3,2025-05-29,2026-05-29,Cancelled,Too Expensive
S000557,C005131,1,2024-08-11,,Active,
S000558,C032778,2,2023-12-13,,Active,
S000559,C042964,2,2025-02-25,2026-09-25,Cancelled,Too Expensive
S000560,C032709,1,2025-05-10,,Active,
S000561,C023917,1,2023-06-12,2024-04-12,Cancelled,Not Enough Content
S000562,C027911,2,2023-07-13,2024-01-13,Cancelled,Not Enough Content
S000563,C049139,1,2025-12-17,,Active,
S000564,C027836,1,2025-05-14,,Active,
S000565,C029654,1,2025-05-02,2026-05-02,Cancelled,Too Expensive
S000566,C039802,1,2025-11-19,,Active,
S000567,C012046,1,2023-10-25,,Active,
S000568,C041250,1,2024-11-21,,Active,
S000569,C034095,1,2024-07-07,,Active,
S000570,C033657,1,2023-05-15,,Active,
S000571,C039150,1,2024-04-29,,Active,
S000572,C001104,3,2023-07-05,,Active,
S000573,C003048,1,2024-06-22,,Active,
S000574,C014921,2,2024-07-15,2024-09-15,Cancelled,Too Expensive
S000575,C015186,2,2023-05-01,,Active,
S000576,C026112,1,2025-09-12,,Active,
S000577,C027572,2,2024-07-24,2024-10-24,Cancelled,Not Enough Content
S000578,C031969,2,2023-06-22,,Active,
S000579,C011635,2,2025-04-30,,Active,
S000580,C021710,1,2025-04-17,,Active,
S000581,C020516,3,2025-09-17,2026-10-17,Cancelled,Low Engagement
S000582,C048174,1,2025-09-02,2026-09-02,Cancelled,Technical Issues
S000583,C026766,2,2025-11-23,2027-02-23,Cancelled,Not Enough Content
S000584,C046745,2,2023-09-08,2024-09-08,Cancelled,Not Enough Content
S000585,C001322,3,2025-08-19,2026-08-19,Cancelled,Switched to Competitor
S000586,C019411,3,2025-06-01,,Active,
S000587,C008709,1,2025-02-16,,Active,
S000588,C023801,2,2025-02-18,2026-01-18,Cancelled,Not Enough Content
S000589,C043705,1,2024-02-24,,Active,
S000590,C033965,2,2024-09-30,,Active,
S000591,C005235,1,2024-10-29,2026-02-28,Cancelled,Not Enough Content
S000592,C006078,2,2025-07-03,2026-05-03,Cancelled,Not Enough Content
S000593,C008492,2,2025-03-28,2026-08-28,Cancelled,Technical Issues
S000594,C033846,2,2025-11-07,,Active,
S000595,C025141,2,2025-12-13,,Active,
S000596,C019744,2,2025-10-14,,Active,
S000597,C048764,1,2025-03-13,2026-04-13,Cancelled,Technical Issues
S000598,C011215,1,2025-06-28,,Active,
S000599,C045058,1,2023-03-23,,Active,
S000600,C013410,2,2024-03-27,,Active,
S000601,C044754,3,2023-06-20,,Active,
S000602,C018515,1,2024-11-20,2025-06-20,Cancelled,Not Enough Content
S000603,C001764,3,2023-12-15,2025-09-15,Cancelled,Not Enough Content
S000604,C049612,1,2025-01-10,2025-06-10,Cancelled,Too Expensive
S000605,C043889,3,2023-05-27,2024-11-27,Cancelled,Switched to Competitor
S000606,C011769,1,2023-06-03,,Active,
S000607,C009381,2,2025-10-14,,Active,
S000608,C037241,2,2024-01-19,,Active,
S000609,C035140,2,2023-12-28,,Active,
S000610,C008596,2,2025-05-12,2025-08-12,Cancelled,Technical Issues
S000611,C039178,2,2023-05-08,2023-06-08,Cancelled,Too Expensive
S000612,C016553,2,2025-02-01,,Active,
S000613,C037534,1,2023-01-09,2024-11-09,Cancelled,Not Enough Content
S000614,C002107,2,2023-05-22,,Active,
S000615,C039993,2,2023-09-23,2025-07-23,Cancelled,Technical Issues
S000616,C023469,3,2024-10-19,,Active,
S000617,C012064,2,2023-08-06,,Active,
S000618,C026073,2,2023-03-04,,Active,
S000619,C019231,2,2025-04-05,,Active,
S000620,C011975,3,2025-06-05,,Active,
S000621,C026298,2,2023-05-01,2024-09-01,Cancelled,Technical Issues
S000622,C007795,1,2024-10-12,,Active,
S000623,C006797,2,2023-09-13,,Active,
S000624,C016430,2,2024-04-23,,Active,
S000625,C017812,2,2024-11-14,,Active,
S000626,C027393,2,2023-01-20,2024-11-20,Cancelled,Low Engagement
S000627,C001452,1,2025-03-07,,Active,
S000628,C004841,3,2025-01-04,2027-01-04,Cancelled,Not Enough Content
S000629,C046251,2,2025-11-24,2025-12-24,Cancelled,Too Expensive
S000630,C016842,3,2025-05-13,,Active,
S000631,C027281,2,2023-01-15,,Active,
S000632,C012709,3,2025-11-08,2026-10-08,Cancelled,Not Enough Content
S000633,C043847,2,2023-01-15,,Active,
S000634,C008732,1,2024-12-25,,Active,
S000635,C031032,2,2024-09-12,,Active,
S000636,C032150,1,2023-07-19,,Active,
S000637,C031169,3,2025-07-10,,Active,
S000638,C019786,1,2023-04-30,2024-05-30,Cancelled,Too Expensive
S000639,C043172,2,2023-08-25,2023-10-25,Cancelled,Not Enough Content
S000640,C008688,1,2025-06-12,,Active,
S000641,C033935,3,2025-03-14,,Active,
S000642,C038833,3,2025-07-28,2026-06-28,Cancelled,Technical Issues
S000643,C017660,1,2025-04-13,2026-03-13,Cancelled,Technical Issues
S000644,C032997,1,2025-12-14,,Active,
S000645,C038317,2,2024-01-03,,Active,
S000646,C028101,2,2023-08-23,,Active,
S000647,C036273,1,2024-06-30,2025-10-30,Cancelled,Too Expensive
S000648,C014643,3,2025-03-17,2025-10-17,Cancelled,Switched to Competitor
S000649,C013298,2,2025-10-10,,Active,
S000650,C006793,1,2025-03-20,2026-08-20,Cancelled,Technical Issues
S000651,C041910,2,2025-12-07,,Active,
S000652,C045568,1,2024-05-12,2026-04-12,Cancelled,Too Expensive
S000653,C027338,1,2025-06-21,,Active,
S000654,C014088,2,2025-03-30,,Active,
S000655,C028667,1,2024-12-16,,Active,
S000656,C005011,3,2025-05-16,,Active,
S000657,C015360,1,2023-10-11,,Active,
S000658,C019729,1,2025-01-30,2026-10-30,Cancelled,Too Expensive
S000659,C010782,2,2025-07-01,2026-05-01,Cancelled,Not Enough Content
S000660,C002801,2,2025-06-10,,Active,
S000661,C013766,1,2025-03-14,,Active,
S000662,C029080,2,2023-04-21,,Active,
S000663,C022492,2,2024-08-15,,Active,
S000664,C020544,1,2024-12-25,2025-04-25,Cancelled,Switched to Competitor
S000665,C031081,1,2023-09-02,2023-11-02,Cancelled,Low Engagement
S000666,C027511,1,2024-12-20,,Active,
S000667,C030236,3,2023-09-14,,Active,
S000668,C006026,2,2024-05-15,2025-12-15,Cancelled,Technical Issues
S000669,C038363,2,2023-07-04,2024-08-04,Cancelled,Technical Issues
S000670,C021930,3,2025-06-19,,Active,
S000671,C017320,1,2024-03-03,,Active,
S000672,C015163,1,2023-03-13,,Active,
S000673,C037249,2,2023-01-13,,Active,
S000674,C028013,3,2023-06-09,,Active,
S000675,C033903,2,2025-09-13,,Active,
S000676,C034447,1,2023-06-03,2023-07-03,Cancelled,Technical Issues
S000677,C030638,2,2024-09-17,,Active,
S000678,C048501,2,2024-04-11,,Active,
S000679,C035661,3,2025-01-31,,Active,
S000680,C003974,2,2024-01-09,,Active,
S000681,C008259,2,2025-12-05,2026-01-05,Cancelled,Not Enough Content
S000682,C040966,1,2023-01-20,2025-01-20,Cancelled,Technical Issues
S000683,C032463,1,2025-12-19,,Active,
S000684,C033412,2,2024-05-23,,Active,
S000685,C044351,2,2025-12-04,,Active,
S000686,C011492,2,2023-08-07,,Active,
S000687,C032621,1,2023-01-28,2024-03-28,Cancelled,Technical Issues
S000688,C007575,1,2024-01-01,,Active,
S000689,C010254,2,2023-06-28,2024-07-28,Cancelled,Too Expensive
S000690,C011783,2,2025-10-30,,Active,
S000691,C012164,1,2024-05-23,,Active,
S000692,C015110,1,2025-12-26,,Active,
S000693,C020881,2,2023-01-24,,Active,
S000694,C030988,1,2025-03-14,,Active,
S000695,C045483,2,2024-04-25,2024-08-25,Cancelled,Low Engagement
S000696,C013119,1,2023-05-03,,Active,
S000697,C031923,1,2023-05-03,,Active,
S000698,C006404,3,2025-06-03,,Active,
S000699,C011574,1,2024-07-04,,Active,
S000700,C033014,2,2025-12-22,,Active,
S000701,C037486,2,2023-02-22,,Active,
S000702,C021591,3,2024-01-21,,Active,
S000703,C027109,3,2023-07-17,,Active,
S000704,C011703,1,2023-01-12,,Active,
S000705,C001040,2,2025-08-18,,Active,
S000706,C000230,1,2023-01-29,,Active,
S000707,C002858,1,2025-01-28,,Active,
S000708,C034572,2,2023-06-30,,Active,
S000709,C017188,1,2025-03-18,,Active,
S000710,C020955,1,2023-03-28,2024-05-28,Cancelled,Low Engagement
S000711,C029490,1,2025-07-28,,Active,
S000712,C044644,1,2024-08-13,2026-06-13,Cancelled,Technical Issues
S000713,C023114,3,2024-11-12,,Active,
S000714,C035308,1,2025-05-30,2025-08-30,Cancelled,Low Engagement
S000715,C004907,2,2024-01-22,,Active,
S000716,C022022,1,2024-01-08,,Active,
S000717,C001317,1,2024-08-14,,Active,
S000718,C027591,1,2023-12-11,2025-10-11,Cancelled,Switched to Competitor
S000719,C039046,1,2024-04-28,,Active,
S000720,C022917,3,2023-09-24,,Active,
S000721,C001993,2,2024-06-20,,Active,
S000722,C003101,2,2025-07-07,,Active,
S000723,C004013,1,2024-07-09,2025-06-09,Cancelled,Switched to Competitor
S000724,C043465,3,2024-01-16,,Active,
S000725,C031847,1,2023-09-26,,Active,
S000726,C049603,2,2023-10-17,,Active,
S000727,C032937,2,2024-10-22,,Active,
S000728,C045765,1,2023-08-09,2024-03-09,Cancelled,Not Enough Content
S000729,C016897,2,2023-01-28,,Active,
S000730,C028894,2,2023-06-26,,Active,
S000731,C004860,3,2025-05-19,,Active,
S000732,C034330,3,2025-01-23,,Active,
S000733,C027432,1,2024-01-01,2024-04-01,Cancelled,Low Engagement
S000734,C015822,3,2024-02-09,,Active,
S000735,C006463,2,2025-10-07,,Active,
S000736,C012854,2,2025-05-10,2026-08-10,Cancelled,Technical Issues
S000737,C020224,1,2023-03-19,2024-04-19,Cancelled,Switched to Competitor
S000738,C042045,2,2025-12-16,,Active,
S000739,C031831,2,2023-04-13,,Active,
S000740,C002150,3,2023-07-20,,Active,
S000741,C027937,2,2025-08-07,,Active,
S000742,C010953,1,2023-02-04,2024-03-04,Cancelled,Technical Issues
S000743,C049760,1,2025-12-21,,Active,
S000744,C018021,1,2024-08-18,,Active,
S000745,C032129,2,2023-06-20,,Active,
S000746,C002402,2,2024-03-10,2024-04-10,Cancelled,Too Expensive
S000747,C032820,1,2025-11-26,2027-10-26,Cancelled,Switched to Competitor
S000748,C027250,1,2025-02-07,,Active,
S000749,C049418,2,2025-03-19,2025-09-19,Cancelled,Not Enough Content
S000750,C024750,1,2024-01-02,2024-11-02,Cancelled,Low Engagement
S000751,C009993,2,2025-08-10,,Active,
S000752,C000671,1,2025-06-06,2026-04-06,Cancelled,Not Enough Content
S000753,C021965,2,2023-07-19,,Active,
S000754,C016355,2,2025-11-01,,Active,
S000755,C013206,1,2025-07-21,2027-06-21,Cancelled,Switched to Competitor
S000756,C027255,2,2024-12-20,,Active,
S000757,C049038,2,2023-09-18,2024-09-18,Cancelled,Switched to Competitor
S000758,C029621,1,2023-12-06,2025-01-06,Cancelled,Low Engagement
S000759,C031469,1,2025-01-01,,Active,
S000760,C012949,3,2024-11-18,,Active,
S000761,C038853,1,2025-12-03,,Active,
S000762,C048987,2,2025-06-09,,Active,
S000763,C046539,1,2025-12-21,,Active,
S000764,C043088,2,2023-09-12,2025-05-12,Cancelled,Technical Issues
S000765,C035495,3,2025-06-02,2026-09-02,Cancelled,Low Engagement
S000766,C042079,3,2023-03-29,,Active,
S000767,C006241,1,2025-03-01,,Active,
S000768,C000687,3,2024-06-21,2026-05-21,Cancelled,Not Enough Content
S000769,C030226,1,2025-11-01,,Active,
S000770,C015676,2,2025-11-20,2027-06-20,Cancelled,Too Expensive
S000771,C014275,2,2025-10-19,,Active,
S000772,C038530,3,2024-11-02,,Active,
S000773,C046030,2,2024-10-04,,Active,
S000774,C000898,2,2024-11-20,,Active,
S000775,C024627,3,2025-01-09,2025-04-09,Cancelled,Not Enough Content
S000776,C016082,2,2025-02-05,,Active,
S000777,C008759,1,2025-03-29,,Active,
S000778,C002349,3,2024-02-15,2025-07-15,Cancelled,Too Expensive
S000779,C045554,1,2024-09-11,,Active,
S000780,C048822,1,2023-04-04,,Active,
S000781,C026924,1,2024-10-30,,Active,
S000782,C038445,2,2023-03-19,2023-06-19,Cancelled,Technical Issues
S000783,C035618,1,2024-08-26,2025-06-26,Cancelled,Not Enough Content
S000784,C038816,2,2024-10-18,,Active,
S000785,C030644,2,2024-09-03,,Active,
S000786,C011277,2,2024-07-31,,Active,
S000787,C004038,1,2024-07-06,2025-02-06,Cancelled,Too Expensive
S000788,C001909,3,2024-08-06,,Active,
S000789,C043067,1,2024-09-27,,Active,
S000790,C026778,1,2023-12-20,2024-08-20,Cancelled,Low Engagement
S000791,C004746,2,2023-12-10,,Active,
S000792,C003306,3,2024-12-27,2026-11-27,Cancelled,Too Expensive
S000793,C019805,1,2025-07-13,,Active,
S000794,C025170,2,2025-03-05,2026-04-05,Cancelled,Technical Issues
S000795,C024326,2,2024-05-28,,Active,
S000796,C046111,3,2025-11-24,,Active,
S000797,C023642,1,2023-09-02,,Active,
S000798,C020262,3,2023-03-04,,Active,
S000799,C014827,1,2024-04-03,,Active,
S000800,C013579,2,2024-09-09,2026-05-09,Cancelled,Not Enough Content
S000801,C044218,2,2024-05-25,2025-08-25,Cancelled,Not Enough Content
S000802,C011034,1,2023-08-20,,Active,
S000803,C031770,2,2025-03-01,,Active,
S000804,C015139,1,2024-01-18,,Active,
S000805,C040367,2,2024-09-13,,Active,
S000806,C005764,1,2024-02-29,2025-01-29,Cancelled,Switched to Competitor
S000807,C011981,2,2024-08-27,,Active,
S000808,C006213,2,2025-04-24,,Active,
S000809,C005083,2,2025-11-06,,Active,
S000810,C040018,1,2024-11-07,,Active,
S000811,C025567,2,2024-07-24,,Active,
S000812,C004444,1,2025-09-17,,Active,
S000813,C023354,2,2024-02-14,2025-05-14,Cancelled,Switched to Competitor
S000814,C014509,1,2023-04-01,,Active,
S000815,C047707,1,2025-12-15,2026-11-15,Cancelled,Technical Issues
S000816,C002536,2,2025-05-01,2026-05-01,Cancelled,Switched to Competitor
S000817,C001220,1,2024-07-16,,Active,
S000818,C035290,1,2023-04-28,2024-01-28,Cancelled,Switched to Competitor
S000819,C011703,1,2023-01-10,,Active,
S000820,C016792,1,2024-09-17,,Active,
S000821,C015840,1,2024-04-12,,Active,
S000822,C001368,1,2023-04-27,2024-05-27,Cancelled,Switched to Competitor
S000823,C035659,2,2023-08-24,,Active,
S000824,C018360,2,2024-09-18,2024-10-18,Cancelled,Technical Issues
S000825,C004571,1,2024-08-05,,Active,
S000826,C033941,2,2024-11-16,2025-12-16,Cancelled,Low Engagement
S000827,C011668,2,2023-06-07,,Active,
S000828,C014599,1,2024-05-08,2025-11-08,Cancelled,Too Expensive
S000829,C024356,1,2023-11-17,2024-06-17,Cancelled,Switched to Competitor
S000830,C011111,2,2024-11-07,,Active,
S000831,C028110,3,2023-09-29,2024-06-29,Cancelled,Switched to Competitor
S000832,C008555,3,2025-02-04,2025-08-04,Cancelled,Too Expensive
S000833,C017218,1,2023-10-22,,Active,
S000834,C010402,1,2025-07-11,,Active,
S000835,C002342,3,2024-04-08,,Active,
S000836,C040548,2,2023-01-28,,Active,
S000837,C026951,1,2024-11-12,,Active,
S000838,C016940,2,2023-11-25,,Active,
S000839,C026395,1,2024-09-21,2025-11-21,Cancelled,Low Engagement
S000840,C036313,3,2024-12-19,,Active,
S000841,C027380,1,2023-04-28,,Active,
S000842,C035858,1,2023-10-14,2023-11-14,Cancelled,Switched to Competitor
S000843,C026413,2,2024-05-17,2025-05-17,Cancelled,Switched to Competitor
S000844,C030600,3,2025-02-28,,Active,
S000845,C005235,1,2024-11-01,,Active,
S000846,C037822,1,2024-04-25,,Active,
S000847,C016033,2,2023-06-11,,Active,
S000848,C005229,3,2024-03-18,,Active,
S000849,C032377,2,2025-11-21,2026-06-21,Cancelled,Switched to Competitor
S000850,C043298,1,2023-04-22,,Active,
S000851,C017969,1,2023-01-16,2023-09-16,Cancelled,Too Expensive
S000852,C014409,1,2025-01-21,,Active,
S000853,C018227,1,2024-08-22,,Active,
S000854,C018117,2,2025-04-17,,Active,
S000855,C032912,2,2025-07-23,,Active,
S000856,C004469,2,2024-02-20,,Active,
S000857,C047491,1,2025-03-05,,Active,
S000858,C012990,2,2023-03-11,2024-08-11,Cancelled,Switched to Competitor
S000859,C042770,1,2025-08-10,,Active,
S000860,C031495,2,2023-07-10,2025-01-10,Cancelled,Switched to Competitor
S000861,C011663,2,2025-04-26,,Active,
S000862,C034911,3,2023-12-20,,Active,
S000863,C038020,3,2025-07-20,2026-01-20,Cancelled,Not Enough Content
S000864,C024356,3,2023-11-20,2025-08-20,Cancelled,Not Enough Content
S000865,C048520,2,2025-03-09,2026-01-09,Cancelled,Low Engagement
S000866,C039104,2,2024-01-03,,Active,
S000867,C033539,1,2024-07-28,2026-03-28,Cancelled,Too Expensive
S000868,C016925,2,2025-07-31,,Active,
S000869,C020390,1,2024-09-10,2026-08-10,Cancelled,Too Expensive
S000870,C041946,1,2025-01-09,,Active,
S000871,C031636,1,2023-07-16,,Active,
S000872,C032964,1,2023-06-17,2025-01-17,Cancelled,Technical Issues
S000873,C016725,1,2023-05-15,2024-07-15,Cancelled,Technical Issues
S000874,C008642,2,2025-06-26,2027-01-26,Cancelled,Switched to Competitor
S000875,C023040,1,2024-02-08,2025-03-08,Cancelled,Too Expensive
S000876,C035381,3,2024-07-25,,Active,
S000877,C047654,2,2025-05-07,,Active,
S000878,C049111,1,2023-05-18,,Active,
S000879,C020836,2,2024-07-08,2025-08-08,Cancelled,Low Engagement
S000880,C043184,1,2025-07-31,,Active,
S000881,C035886,2,2025-05-18,,Active,
S000882,C010456,1,2024-05-19,,Active,
S000883,C035974,2,2025-05-05,,Active,
S000884,C030766,1,2025-05-22,2027-05-22,Cancelled,Too Expensive
S000885,C004458,2,2025-07-13,,Active,
S000886,C036362,1,2025-10-07,,Active,
S000887,C007138,1,2024-03-31,,Active,
S000888,C010877,3,2024-03-04,,Active,
S000889,C025363,2,2024-07-12,,Active,
S000890,C047326,2,2025-08-23,2025-10-23,Cancelled,Too Expensive
S000891,C049239,1,2023-08-12,,Active,
S000892,C025619,3,2023-05-24,,Active,
S000893,C042590,3,2023-02-02,,Active,
S000894,C045424,2,2024-09-08,2026-03-08,Cancelled,Not Enough Content
S000895,C043285,2,2023-03-24,,Active,
S000896,C001733,2,2023-09-01,,Active,
S000897,C042531,2,2023-05-05,2025-04-05,Cancelled,Low Engagement
S000898,C012195,2,2024-11-20,,Active,
S000899,C017105,3,2025-09-11,,Active,
S000900,C004840,1,2025-05-22,,Active,
S000901,C006367,1,2025-05-16,,Active,
S000902,C047254,2,2023-06-29,,Active,
S000903,C023025,3,2025-08-01,,Active,
S000904,C006590,2,2025-01-17,,Active,
S000905,C038877,2,2023-12-29,,Active,
S000906,C018985,1,2025-11-04,2027-11-04,Cancelled,Technical Issues
S000907,C028707,1,2023-03-25,2025-01-25,Cancelled,Low Engagement
S000908,C033888,1,2024-04-16,,Active,
S000909,C041524,2,2025-02-13,,Active,
S000910,C000054,1,2024-02-10,,Active,
S000911,C021219,1,2023-05-03,,Active,
S000912,C037824,1,2023-01-19,,Active,
S000913,C000081,1,2024-01-28,,Active,
S000914,C048825,2,2024-12-24,2025-04-24,Cancelled,Switched to Competitor
S000915,C043988,3,2024-08-13,,Active,
S000916,C002884,1,2024-06-03,,Active,
S000917,C021851,1,2024-07-03,,Active,
S000918,C025013,1,2025-11-30,2027-04-30,Cancelled,Switched to Competitor
S000919,C025822,2,2023-01-28,,Active,
S000920,C000972,1,2025-03-16,,Active,
S000921,C023183,2,2023-04-09,,Active,
S000922,C036320,2,2023-06-01,2024-09-01,Cancelled,Too Expensive
S000923,C036776,2,2025-11-07,,Active,
S000924,C022376,2,2025-03-16,,Active,
S000925,C017683,2,2024-12-08,2025-11-08,Cancelled,Low Engagement
S000926,C049061,2,2025-02-17,,Active,
S000927,C032193,3,2025-11-19,,Active,
S000928,C012768,1,2025-02-11,2026-07-11,Cancelled,Switched to Competitor
S000929,C028295,2,2023-09-23,2025-03-23,Cancelled,Switched to Competitor
S000930,C032399,1,2025-01-01,,Active,
S000931,C004417,3,2023-10-24,2023-12-24,Cancelled,Low Engagement
S000932,C029163,1,2025-10-21,2026-08-21,Cancelled,Switched to Competitor
S000933,C003976,2,2024-11-01,2025-03-01,Cancelled,Technical Issues
S000934,C012272,1,2023-02-21,,Active,
S000935,C049642,3,2025-04-20,,Active,
S000936,C012958,1,2024-01-08,,Active,
S000937,C039383,2,2025-05-18,,Active,
S000938,C024500,2,2023-09-28,2024-07-28,Cancelled,Switched to Competitor
S000939,C014230,1,2025-11-27,2027-08-27,Cancelled,Too Expensive
S000940,C026347,3,2025-10-17,,Active,
S000941,C025666,2,2023-01-28,,Active,
S000942,C040325,2,2025-10-31,,Active,
S000943,C041899,2,2024-03-03,2024-04-03,Cancelled,Not Enough Content
S000944,C038685,3,2024-11-14,,Active,
S000945,C040659,3,2025-02-17,2025-09-17,Cancelled,Switched to Competitor
